,연번,비상소화장치일련번호,일련번호,X좌표,Y좌표,비상소화장치고유번호,사용구분,삭제여부,업데이트날짜,위도,경도,도로명주소
1532,1533,110082242,1145,194287.48916959,540803.16061727,000099,52201,N,20231021120008,37.4666363602417,126.93542615482701,서울 관악구 신림동 255-106
1533,1534,110082243,1146,198109.23465895,541583.21105278,000100,52201,N,20231013120007,37.4736804079362,126.97862490672232,서울 관악구 남현동 1086-50
1534,1535,110082245,1148,193010.98634976,542008.91863501,000135,52201,N,20231020120003,37.477491588984236,126.92098522739303,서울 관악구 신림동 598-28
1535,1536,110082247,1150,192084.48944652,541422.5014033,000138,52201,N,20231020120003,37.47220044882473,126.91051696382976,서울 관악구 신림동 산 121
1536,1537,110082248,1151,197324.52239293,542331.41788266,000214,52201,N,20231117120006,37.48041988484267,126.96975102214783,서울 동작구 사당동 1142
1537,1538,110082333,1158,194461.41414006,545341.79745451,000121,52205,N,20231029120041,37.50753087929767,126.93735805376464,서울 동작구 노량진동 302-133
1538,1539,110082334,1159,198100.05655448,543571.03674309,000122,52201,N,20231111120009,37.49159087187502,126.97851602067549,서울 동작구 사당동 66-15
1539,1540,110082336,1161,194278.27605501,542142.99096767,000062,52201,N,20231029120041,37.47870830508482,126.9353116074123,서울 관악구 신림동 92-87
1540,1541,110082338,1163,194977.86395032,545532.54670382,000041,52201,N,20231115120002,37.50925249156444,126.94319784645218,서울 동작구 노량진동 225-328
1541,1542,110082339,1164,196135.86940753,545386.18298175,000042,52201,N,20231015120025,37.50793931987566,126.95629606685974,서울 동작구 흑석동 204-19
1542,1543,110082340,1165,196148.53542315,545504.19200977,000043,52201,N,20231015120025,37.5090026395254,126.95643870361404,서울 동작구 흑석동 198-90
1543,1544,110082341,1166,195971.24639783,545701.31930549,000044,52201,N,20231107120010,37.5107780084973,126.95443242890211,서울 동작구 본동 483
1544,1545,110082328,1167,194246.13490495,542561.2369854,000051,52201,N,20231110120028,37.482476537798064,126.93494496078297,서울 관악구 신림동 10-471
1545,1546,110082329,1168,194085.4679716,542413.37189881,000052,52201,N,20231116120041,37.48114324694073,126.9331295974739,서울 관악구 신림동 87-24
1546,1547,110082331,1170,192492.42329308,540250.27648394,000058,52201,N,20231016120009,37.461641985127514,126.91514049697084,서울 관악구 신림동 675-260
1547,1548,110082342,1171,196030.32077339,545129.53751907,000045,52201,N,20231111120009,37.505626484201294,126.95510368016456,서울 동작구 흑석동 211-40
1548,1549,110082025,1172,192106.61511035,540160.9479316,000067,52201,N,20231022120010,37.46083391315633,126.91078059802578,서울 금천구 시흥동 3-117
1549,1550,110082026,1173,191938.18894874,540152.69205039,000069,52203,N,20231109120021,37.46075807416222,126.90887695948383,서울 금천구 시흥동 4-120
1550,1551,110082027,1174,192172.76502478,540507.61001886,000077,52201,N,20231022120010,37.4639579381189,126.91152461339823,서울 금천구 시흥동 1-13
1551,1552,110082032,1177,189821.83546965,542719.16845662,000019,52201,N,20231116120041,37.483861379468294,126.88492030601451,서울 구로구 가리봉동 87-188
1552,1553,110082034,1179,189458.10197641,545732.09407118,000053,52201,N,20231111120009,37.51100389949142,126.88076459732352,서울 구로구 신도림동 296-15
1553,1554,110082035,1180,191537.55799343,539934.61072405,000049,52201,N,20231109120021,37.458789558903185,126.90435111681063,서울 금천구 시흥동 1000-22
1554,1555,110082036,1181,206790.30245481,558136.6328951,3-7,52201,N,20231115120002,37.62280339518061,127.07691741093429,서울 노원구 공릉동 561-11
1555,1556,110082039,1183,207218.31524774,555428.52786568,4-10,52201,N,20231118120007,37.59840042614397,127.08173902959648,서울 중랑구 중화동 195-2
1556,1557,110082040,1184,206624.95647877,555136.50715613,4-11,52201,N,20231021120008,37.59577380935056,127.07501729527554,서울 중랑구 중화동 320-137
1557,1558,110082041,1185,207005.38175324,555142.62816105,4-12,52201,N,20231021120008,37.595826142503334,127.079325072798,서울 중랑구 중화동 73-10
1558,1559,110082043,1187,205545.51398075,557461.42639149,4-1,52201,N,20231109120021,37.61672821938154,127.0628119122728,서울 노원구 월계동 435-6
1559,1560,110082044,1188,204981.18591713,558124.01912823,4-3,52201,N,20231109120021,37.622701325419186,127.0564244989833,서울 노원구 월계동 392-93
1560,1561,110082045,1189,204810.12393634,558279.30005258,4-4,52201,N,20231109120021,37.62410129675938,127.05448781240538,서울 노원구 월계동 534-26
1561,1562,110082046,1190,205413.61419143,557877.00198425,4-5,52201,N,20231109120021,37.62047328912402,127.06132100974246,서울 노원구 월계동 428-3
1562,1563,110082047,1191,205261.78001546,558333.60487039,4-6,52201,N,20231109120021,37.62458810247331,127.059604441316,서울 노원구 월계동 376-67
1563,1564,110082443,1014,188596.63579466,548678.40639306,041,52201,N,20231106120008,37.537539939666665,126.87097519339858,서울 양천구 목동 756-13
1564,1565,110082444,1015,188060.52233334,548413.0979661,042,52201,N,20231016120009,37.53514273260478,126.86491359699878,서울 양천구 목동 784-8
1565,1566,110082445,1016,186670.47824185,546427.12249873,043,52201,N,20231012120004,37.5172300761698,126.84922233640302,서울 양천구 신정동 1220-5
1566,1567,110082447,1018,184759.74485852,548053.07924676,046,52201,N,20231108120004,37.53185035074401,126.82757533519705,서울 양천구 신월동 195-1
1567,1568,110082450,1020,184531.46752943,548055.32949294,050,52201,N,20231108120004,37.53186682642207,126.82499262272657,서울 양천구 신월동 149-6
1568,1569,110082451,1021,189102.64540361,546892.56426306,001,52201,N,20231106120008,37.52145562716022,126.87672697367769,서울 양천구 신정동 119-92
1569,1570,110082452,1022,188187.0678253,545135.34523506,002,52201,N,20231109120021,37.50561179148348,126.86639802979208,서울 양천구 신정동 177-8
1570,1571,110082453,1023,188697.8328997,549270.49976055,004,52201,N,20231117120006,37.54287593290456,126.87211108683287,서울 양천구 목동 557-3
1571,1572,110082455,1025,185579.83466795,546215.58888578,006,52201,N,20231109120021,37.51530776553701,126.83688965026698,서울 양천구 신월동 1004
1572,1573,110082456,1026,184665.97301172,548279.63019154,007,52201,N,20231025120007,37.53389001415562,126.82650969879205,서울 양천구 신월동 783
1573,1574,110082457,1027,185294.34738229,547076.22709249,009,52201,N,20231025120007,37.52305760701267,126.83364322534713,서울 양천구 신월동 920
1574,1575,110082462,1031,185176.82667771,548703.47926536,014,52201,N,20231025120007,37.53771723015599,126.8322809589659,서울 양천구 신월동 277
1575,1576,110082463,1032,188253.18867859,548608.57392537,016,52201,N,20231106120008,37.53690644085734,126.86709034372475,서울 양천구 목동 736-7
1576,1577,110080864,1034,201674.5785325,552534.78005058,6-29,52201,N,20231024120006,37.572354741355134,127.0189560511632,서울 종로구 숭인동 237-1
1577,1578,110080865,1035,201251.73530686,552492.76368528,6-26,52201,N,20231105120007,37.57197684752174,127.01416943918616,서울 종로구 창신동 330-61
1578,1579,110080866,1036,199866.63403287,551705.67230608,000081,52201,N,20231111120009,37.564886029053234,126.99849046214113,서울 중구 예관동 39-2
1579,1580,110080868,1037,200257.03777366,551774.6286871,000088,52201,N,20231006120001,37.565507297196824,127.00290937396647,서울 중구 을지로5가 154
1580,1581,110080869,1038,200756.26060663,552724.85433059,6-39,52201,N,20231116120041,37.5740685124541,127.00856098596627,서울 종로구 종로6가 1-75
1581,1582,110080870,1039,200636.64146769,552768.89347536,6-40,52201,N,20231116120041,37.574465393272064,127.00720691723045,서울 종로구 충신동 25-36
1582,1583,110080871,1040,200589.88633369,553072.33646068,4-14,52201,N,20231002120010,37.577199429067235,127.00667788328495,서울 종로구 이화동 9-7
1583,1584,110080874,1042,200086.97441285,551029.25590468,000094,52201,N,20231101120003,37.558791545365075,127.00098436263461,서울 중구 장충동2가 193-138
1584,1585,110080860,1043,200846.17285051,552719.76362276,6-58,52201,N,20231116120041,37.57402256724337,127.00957880045912,서울 종로구 창신동 640-175
1585,1586,110080861,1044,200813.87870723,552933.06607779,6-38,52201,N,20231116120041,37.575944440036835,127.00921346281166,서울 종로구 창신동 634-2
1586,1587,110080863,1046,201432.99223083,553237.63049553,6-11,52201,N,20231028120004,37.57868779291559,127.0162226937099,서울 종로구 숭인동 56-92
1587,1588,110080875,1047,199598.83607101,551664.66911728,000095,52203,N,20231111120009,37.5645165142024,126.99545934273799,서울 중구 인현동1가 2-35
1588,1589,110080876,1048,199612.9956664,551426.52342675,000098,52201,N,20231118120007,37.562370836113004,126.99561973668838,서울 중구 충무로4가 29-3
1589,1590,110080045,1050,193625.83483581,554032.8004413,67,52201,N,20231101120003,37.58583127623701,126.92783212570546,서울 서대문구 홍은동 316-11
1590,1591,110080046,1051,195324.93726216,554492.16960243,78,52201,N,20231020120003,37.589980350737065,126.94706631061133,서울 서대문구 홍제동 270-1
1591,1592,110080048,1053,192810.08229037,553599.64782496,44,52201,N,20231115120002,37.581922596126496,126.91860048713984,서울 서대문구 북가좌동 5-96
1592,1593,110080049,1054,191630.93303515,554134.7739301,65,52201,N,20231015120025,37.58673407919128,126.90524484042857,서울 은평구 증산동 92-25
1593,1594,110080051,1055,191655.00589816,553972.68790942,67,52201,N,20231015120025,37.58527391600803,126.90551924053312,서울 은평구 증산동 81-16
1594,1595,110080053,1057,192253.4724775,558596.68142988,68,52201,N,20231013120007,37.626940810213085,126.91224605134185,서울 은평구 갈현동 산 12-7
1595,1596,110080056,1060,194238.72523447,551908.36802772,20,52201,N,20231016120009,37.56669430882466,126.93478792002492,서울 서대문구 연희동 51-77
1596,1597,110080059,1063,192394.80671664,553288.8909223,38,52201,N,20231115120002,37.579119363221345,126.91390223958933,서울 서대문구 북가좌동 74-249
1597,1598,110080060,1064,195276.87350021,555511.158689,59,52205,N,20231111120009,37.59916110809568,126.94651553537743,서울 서대문구 홍은동 11-358
1598,1599,110080061,1065,191801.46599134,555091.78296121,70,52201,N,20231024120006,37.59535817869026,126.90716491442512,서울 은평구 신사동 208-4
1599,1600,110080062,1066,195675.55223803,554901.09737655,79,52202,N,20231118120007,37.593666469793796,126.95103375526391,서울 서대문구 홍제동 5-150
1600,1601,110080064,1068,194739.38018258,550979.61061202,24,52201,N,20231026120008,37.558329235139965,126.94046150841454,서울 서대문구 창천동 4-34
1601,1602,110080065,1069,195410.50153128,550977.8684205,27,52201,N,20231016120009,37.55831712393903,126.9480571141298,서울 서대문구 대현동 67-40
1602,1603,110080069,1071,191621.43385502,553912.60859752,72,52201,N,20231015120025,37.584732301437136,126.90513983031401,서울 은평구 증산동 204-51
1603,1604,110080070,1072,191688.19951123,557340.56347518,74,52201,N,20231030120051,37.6156184228048,126.90585682553049,서울 은평구 구산동 산 135-5
1604,1605,110080071,1073,195657.50506852,556219.02746892,62,52201,N,20231111120009,37.60554081050692,126.9508215898598,서울 서대문구 홍은동 8-891
1605,1606,110080074,1076,191778.82553867,553023.5125342,33,52201,N,20231111120009,37.576723030393794,126.90693175209788,서울 서대문구 북가좌동 396
1606,1607,110080075,1077,191870.04459166,556239.06365007,76,52201,N,20231115120002,37.605695666390076,126.90792871726345,서울 은평구 구산동 549
1607,1608,110080076,1078,193482.62468971,554020.31010564,34,52201,N,20231101120003,37.58571773683266,126.92621082225497,서울 서대문구 홍은동 328
1608,1609,110080079,1079,190259.32964235,554232.41122422,78,52201,N,20231101120003,37.587600294853814,126.88971417780006,서울 은평구 수색동 산 8-14
1609,1610,110080080,1080,195493.70507277,553920.92422081,48,52201,N,20231111120009,37.584834314761494,126.94898070704686,서울 서대문구 홍제동 104-7
1610,1611,110080081,1081,193385.93407008,558282.16937554,80,52201,N,20231012120004,37.62411594357351,126.92507759744704,서울 은평구 불광동 442-44
1611,1612,110080084,1083,195819.32742814,554617.50525548,80,52203,N,20231103120009,37.59111199252044,126.9526633570305,서울 서대문구 홍제동 9-81
1612,1613,110080085,1084,195696.16870292,555434.57848778,63,52201,N,20231111120009,37.598473183755424,126.9512640631357,서울 서대문구 홍은동 8-456
1613,1614,110080087,1086,191816.93023484,556029.88425628,1,52205,N,20231030120051,37.603810512428765,126.90732953895946,서울 은평구 역촌동 228-17
1614,1615,110080088,1087,192545.18655115,553240.82075923,43,52201,N,20231115120002,37.578687483779895,126.91560516432493,서울 서대문구 북가좌동 74-230
1615,1616,110080090,1088,195641.59916824,555596.22979384,50,52201,N,20231111120009,37.599929390072894,126.95064516409165,서울 서대문구 홍은동 8-662
1616,1617,110080091,1089,192453.52706621,558222.4067651,2,52201,N,20231013120007,37.6235703117045,126.91451616238955,서울 은평구 갈현동 281-98
1617,1618,110080096,1091,193979.15713684,554189.04116342,64,52201,N,20231110120028,37.587241370972684,126.93183113089607,서울 서대문구 홍은동 265-246
1618,1619,110080097,1092,194014.75740002,554097.81639753,65,52201,N,20231110120028,37.58641967502866,126.93223494717995,서울 서대문구 홍은동 265-138
1619,1620,110080098,1093,194213.78121532,555611.03238961,3,52205,N,20230609120002,37.6000548911665,126.93447634524314,서울 은평구 응암동 770
1620,1621,110080099,1094,191183.3124303,553689.95079264,4,52201,N,20231101120003,37.582722082116156,126.90018220717675,서울 은평구 수색동 21
1621,1622,110080100,1095,193042.00689332,557992.23833684,5,52201,N,20231012120004,37.62150116610665,126.92118444191064,서울 은평구 불광동 484-287
1622,1623,110080101,1096,193037.80838842,558199.23849989,6,52201,N,20231012120004,37.62336617793585,126.92113491383735,서울 은평구 불광동 391-124
1623,1624,110080774,1098,200558.49111434,552852.03587393,6-42,52201,N,20231105120007,37.57521455254759,127.00632230189464,서울 종로구 충신동 12-2
1624,1625,110080775,1099,200726.93903166,551251.75272017,000004,52201,N,20231027120009,37.56079595238311,127.00822760126336,서울 중구 장충동1가 48-8
1625,1626,110080777,1100,200507.94081142,549954.78180099,3,52201,N,20231024120006,37.54911042072853,127.00574805007628,서울 중구 신당동 432-1674
1626,1627,110080778,1101,200539.6946136,550633.85448339,000001,52201,N,20231031120006,37.55522883493831,127.00610788738503,서울 중구 신당동 832
1627,1628,110082049,1193,207561.17345288,555401.57226307,4-4,52201,N,20231118120007,37.598154806176794,127.08562121804437,서울 중랑구 상봉동 315-53
1628,1629,110082050,1194,207663.43554344,555558.81381859,4-5,52201,N,20231118120007,37.599570691076536,127.08678085776694,서울 중랑구 상봉동 190-16
1629,1630,110082052,1196,207840.22671387,555826.65049436,4-7,52201,N,20231118120007,37.60198238274613,127.08878570911091,서울 중랑구 상봉동 237
1630,1631,110082054,1198,206594.93860981,555314.60456304,4-1,52201,N,20231021120008,37.5973786657672,127.07467899366722,서울 중랑구 중화동 58-1
1631,1632,110082056,1200,206916.35612378,558224.16016772,3-5,52201,N,20231115120002,37.62359106464166,127.07834611510886,서울 노원구 공릉동 351-1
1632,1633,110082057,1201,206897.28884013,558163.4686694,3-6,52201,N,20231115120002,37.623044385692694,127.07812955533038,서울 노원구 공릉동 351-28
1633,1634,110082058,1202,205147.2323069,559189.04546204,4-8,52201,N,20231109120021,37.63229615080849,127.05831288863006,서울 노원구 월계동 940
1634,1635,110082061,1204,206837.19905108,558157.62959024,3-1,52201,N,20231115120002,37.62299222509942,127.07744882974227,서울 노원구 공릉동 561-20
1635,1636,110082062,1205,206826.81496007,558206.68918589,3-2,52201,N,20231115120002,37.62343432255482,127.07733166124021,서울 노원구 공릉동 564
1636,1637,110082063,1206,206656.68331156,558078.99230678,3-3,52201,N,20231115120002,37.62228503811229,127.07540331163942,서울 노원구 공릉동 581-1
1637,1638,110080662,943,197109.62795614,550916.54284682,000294,52201,N,20230620120008,37.55777147634237,126.96728767322438,서울 중구 중림동 325-1
1638,1639,110080665,944,199675.63366955,552277.1574149,4-46,52205,N,20231027120009,37.57003503847766,126.99632832144634,서울 종로구 예지동 88-9
1639,1640,110080666,945,199767.07905835,552206.80343036,4-47,52205,N,20231027120009,37.56940117992557,126.99736346377978,서울 종로구 예지동 171
1640,1641,110080668,947,198742.96950459,550922.04943104,000298,52201,N,20231026120008,37.5578247650213,126.98577331171825,서울 중구 남산동2가 26-8
1641,1642,110080669,948,199753.78707717,552256.19295083,4-45,52205,N,20231027120009,37.56984617381432,126.9972129893244,서울 종로구 예지동 47
1642,1643,110080670,949,196640.04573592,551004.69228413,000283,52201,N,20230620120008,37.55856410809249,126.96197268590504,서울 중구 중림동 401-5
1643,1644,110080671,950,196924.34577417,550795.8249267,000284,52201,N,20230620120008,37.556683211650466,126.96519121373298,서울 중구 만리동1가 56-30
1644,1645,110082515,951,207957.51791285,554504.21602462,3-15,52201,N,20231014120003,37.59006636950514,127.09009959021273,서울 중랑구 면목동 101-1
1645,1646,110080672,952,199699.53477957,552184.26973819,4-44,52205,N,20231027120009,37.56919813281716,126.99659890913865,서울 종로구 예지동 118-4
1646,1647,110080673,953,198200.31953736,550768.40288685,000286,52201,N,20231101120003,37.55643951401193,126.979632141774,서울 중구 남창동 203-5
1647,1648,110080677,955,199115.10922254,552961.37447432,3-02,52201,N,20231102120007,37.576199431647765,126.98998261534906,서울 종로구 운니동 28
1648,1649,110080679,957,197018.19280155,552606.04138867,2-36,52201,N,20231119120004,37.572993498849506,126.96624597121438,서울 종로구 사직동 311-29
1649,1650,110080680,958,199191.98518828,552133.1553177,3-05,52201,N,20231023120005,37.5687372888529,126.99085380046996,서울 종로구 관수동 124
1650,1651,110080681,959,197025.71786324,553988.00599185,2-06,52201,N,20231108120004,37.58544493928851,126.96632554758317,서울 종로구 신교동 2-31
1651,1652,110080682,960,199160.22349085,552204.41352113,3-03,52201,N,20231023120005,37.5693792936949,126.99049419722715,서울 종로구 관수동 137-1
1652,1653,110080683,961,197046.66189937,553880.59900635,2-08,52201,N,20231108120004,37.58447727730273,126.96656310616996,서울 종로구 신교동 2-60
1653,1654,110080685,963,196919.26877737,556213.62279921,5-32,52201,N,20231102120007,37.605497204317,126.96511098344837,서울 종로구 평창동 326-2
1654,1655,110080686,964,198805.16094999,551109.87043437,000242,52201,N,20231031120006,37.5595171095784,126.98647686970469,서울 중구 남산동2가 15-1
1655,1656,110080687,965,196347.89975623,551555.31022181,115,52201,N,20231017120007,37.56352404550901,126.95866349405608,서울 서대문구 북아현동 3-407
1656,1657,110080688,966,196457.35310217,551781.27284487,134,52201,N,20231116120041,37.56556038702597,126.95990125650495,서울 서대문구 냉천동 74-104
1657,1658,110080689,967,198828.65736733,552377.9665562,1-11,52205,N,20231116120041,37.570942636650436,126.98674077609536,서울 종로구 인사동 128-5
1658,1659,110080690,968,198756.35946582,552415.27920179,1-12,52201,N,20231116120041,37.57127872705174,126.98592232372222,서울 종로구 인사동 230
1659,1660,110080692,970,199023.99283922,553771.80676633,3-32,52201,N,20231022120010,37.58350128508562,126.98895005547145,서울 종로구 원서동 13-2
1660,1661,110080693,971,197089.56355136,551502.86160412,88,52201,N,20231024120006,37.563054126076906,126.96705826487485,서울 서대문구 미근동 72-4
1661,1662,110080695,973,198442.28863842,553715.14617814,1-14,52201,N,20231103120009,37.58298997673813,126.98236436466475,서울 종로구 삼청동 35-88
1662,1663,110080696,974,200479.49974609,553341.80686667,4-50,52201,N,20231002120010,37.57962740567697,127.00542841414206,서울 종로구 동숭동 190-2
1663,1664,110080697,975,200047.65641842,552490.10485247,4-51,52201,N,20231027120009,37.57195374067452,127.00053946270599,서울 종로구 연지동 265-3
1664,1665,110080698,976,196879.3382263,553687.77782456,2-13,52201,N,20231108120004,37.582739419818644,126.96466953424073,서울 종로구 옥인동 181-6
1665,1666,110080701,979,196928.27023908,551849.95375696,137,52201,N,20231015120025,37.56618088927106,126.96523121562795,서울 서대문구 충정로2가 16-13
1666,1667,110080703,981,197196.81768774,554181.57391453,2-03,52201,N,20231108120004,37.58718950904273,126.96826197776443,서울 종로구 청운동 40
1667,1668,110080704,982,197075.50404764,554035.04237096,2-04,52201,N,20231108120004,37.585868893170236,126.96688903277102,서울 종로구 청운동 56-49
1668,1669,110080706,983,196035.4067179,557115.16695137,5-08,52201,N,20231102120007,37.61361663518424,126.95509644079576,서울 종로구 구기동 230-110
1669,1670,110080707,984,197072.76579924,553705.28208916,2-11,52201,N,20231108120004,37.582897767193614,126.96685934764751,서울 종로구 옥인동 47-98
1670,1671,110080708,985,198096.03605047,551380.04345433,000329,52201,N,20231031120006,37.56195016773243,126.97845032788996,서울 중구 북창동 105
1671,1672,110080709,986,198634.00032757,552845.5865882,1-16,52201,N,20231116120041,37.575155601340605,126.98453644961454,서울 종로구 관훈동 107-1
1672,1673,110080711,988,196300.39007107,551044.83358249,96,52201,N,20231110120028,37.55892447925321,126.95812832713541,서울 서대문구 북아현동 18-2
1673,1674,110080713,989,198568.02956024,550933.00360388,000328,52201,N,20231101120003,37.55792320664786,126.9837933734033,서울 중구 회현동2가 42-21
1674,1675,110080714,990,198633.86144163,551028.80585793,000330,52201,N,20231027120009,37.558786482162596,126.98453826118185,서울 중구 남산동1가 14-2
1675,1676,110080715,991,195984.414566,551818.37626193,118,52201,N,20231113120034,37.565892747740996,126.95454792719511,서울 서대문구 북아현동 1-388
1676,1677,110080716,992,198337.51697271,553469.87961079,1-18,52201,N,20231111120009,37.58077995760783,126.98117874821227,서울 종로구 소격동 101-1
1677,1678,110080717,993,195531.18127949,550968.30959654,103,52203,N,20231021120008,37.55823159220986,126.94942299742408,서울 서대문구 북아현동 1013
1678,1679,110080719,995,199080.64618137,552942.94819099,3-27,52201,N,20231102120007,37.57603337810366,126.98959250043652,서울 종로구 운니동 23-1
1679,1680,110080721,997,198237.767921,553795.33306191,1-20,52201,N,20231103120009,37.58371208656169,126.98004868986732,서울 종로구 팔판동 115-24
1680,1681,110080722,998,199614.88770974,554511.08532463,4-52,52201,N,20231106120008,37.59016256863791,126.99563953128784,주소를 찾을 수 없습니다
1681,1682,110082426,999,211154.842325,541197.43787075,000025,52201,N,20231026120008,37.47013920157244,127.12609946489539,서울 송파구 장지동 596-5
1682,1683,110082427,1000,213601.66030144,544690.51967025,000003,52201,N,20231027120009,37.50157929011712,127.15382385283571,서울 송파구 마천동 337-6
1683,1684,110082428,1001,210422.65037845,548640.1287711,000016,52201,N,20231025120007,37.537206661240425,127.11792787538809,서울 송파구 풍납동 131-39
1684,1685,110082429,1002,213975.77806506,543598.6818475,000028,52201,N,20231025120007,37.49173621128815,127.15803407815683,서울 송파구 마천동 567-3
1685,1686,110082431,1004,213665.17823053,544545.53018717,000035,52201,N,20231027120009,37.500271993400325,127.15453949479914,서울 송파구 마천동 353-1
1686,1687,110082432,1005,210617.23898421,548271.09148759,000031,52201,N,20231027120009,37.53387942095121,127.12012422514458,서울 송파구 풍납동 493-8
1687,1688,110080305,1314,208200.81878995,540037.55383405,000011,52201,N,20231113120034,37.45971944416691,127.09269296930911,서울 서초구 내곡동 374-72
1688,1689,110080306,1315,207946.03829107,540034.05345642,000004,52201,N,20231113120034,37.459690129044716,127.0898131784094,서울 서초구 내곡동 374-36
1689,1690,110080307,1316,201462.09703627,546304.58725172,000016,52201,N,20231017120007,37.51622110865039,127.01653837824216,서울 서초구 잠원동 10-34
1690,1691,110080308,1317,201780.06109832,545090.73835764,000017,52201,N,20231108120004,37.50528371803614,127.02013206210358,서울 서초구 반포동 732-3
1691,1692,110080309,1318,207805.7715011,540105.56110498,000001,52201,N,20231113120034,37.46033561521075,127.08822851734304,주소를 찾을 수 없습니다
1692,1693,110080315,1324,204925.92066619,540340.51401359,000025,52201,N,20231016120009,37.46247238719768,127.05567919471744,서울 서초구 염곡동 38-15
1693,1694,110080317,1326,199099.14016071,540519.35922973,000026,52201,N,20231107120010,37.46409648185479,126.9898170837994,서울 서초구 방배동 2908-6
1694,1695,110080368,1328,187681.2559931,550212.4257688,26,52201,N,20231020120003,37.551349632726456,126.8605923050987,서울 강서구 등촌동 산 36-8
1695,1696,110082167,577,192343.05737622,543395.81803659,000076,52201,N,20231112120003,37.48998236669262,126.91341949963751,서울 동작구 신대방동 632-58
1696,1697,110082168,578,194116.5336786,543734.83729365,000078,52201,N,20231026120008,37.493049947385856,126.93347027182567,서울 관악구 봉천동 산 133-4
1697,1698,110082169,579,194376.58880472,544386.17998714,000080,52201,N,20231118120007,37.4989202047477,126.9364059748517,서울 동작구 상도동 244-369
1698,1699,110082170,580,194445.70607968,544301.07888035,000081,52201,N,20231118120007,37.49815385701789,126.93718825001513,서울 동작구 상도동 244-240
1699,1700,110082171,581,194891.40045603,541607.50466919,000057,52201,N,20231027120009,37.47388711550938,126.94224714937344,서울 관악구 신림동 98-205
1700,1701,110082174,584,193289.2866767,540858.1185066,000093,52201,N,20231107120010,37.467124831870045,126.92414204781429,서울 관악구 신림동 652-137
1701,1702,110082176,586,193373.98080721,541650.72230673,000060,52201,N,20231023120005,37.47426688076362,126.9250923040624,서울 관악구 신림동 610-511
1702,1703,110082177,587,192610.62942102,542210.91925232,000039,52201,N,20231115120002,37.47930851813582,126.91645694286734,서울 관악구 신림동 1566-32
1703,1704,110082479,588,187156.3016925,546945.95659531,022,52201,N,20231012120004,37.52191165985988,126.85470867649181,서울 양천구 신정동 1108
1704,1705,110082490,591,208277.98409326,553179.29409733,2-15,52201,N,20230614120034,37.5781261027152,127.09371312263795,서울 중랑구 면목동 527-310
1705,1706,110082491,592,207884.7621293,552832.1480734,2-16,52201,N,20230926120001,37.57500179020929,127.08925782030657,서울 중랑구 면목동 산 1-4
1706,1707,110082494,593,206837.59465115,554186.99295218,2-17,52201,N,20230305120010,37.58721721401936,127.07741622667838,서울 중랑구 면목동 177-64
1707,1708,110082495,594,207687.10534533,552825.76724712,2-18,52201,N,20230926120001,37.57494596994908,127.08702022302553,서울 중랑구 면목동 371-42
1708,1709,110082496,595,207880.20391786,553169.70807572,2-19,52201,N,20230926120001,37.578043222304245,127.08920984835241,서울 중랑구 면목동 582-39
1709,1710,110082497,596,209075.59670069,554728.0387066,3-25,52201,N,20231030120051,37.592072648894835,127.10276187589253,서울 중랑구 망우동 423-13
1710,1711,110082498,597,208550.77357418,555089.86466813,3-26,52201,N,20231116120041,37.59533769051237,127.09682359921145,서울 중랑구 망우동 513-44
1711,1712,110082501,600,206464.92843922,555112.31630771,4-16,52201,N,20231021120008,37.59555698985312,127.07320501527029,서울 중랑구 중화동 323-15
1712,1713,110082503,601,207672.13398004,553788.91214173,2-20,52201,N,20230305120010,37.58362396245378,127.08686082352033,서울 중랑구 면목동 608
1713,1714,110082504,602,207949.30176073,554778.08824209,3-28,52201,N,20231112120003,37.59253400463283,127.09000953403283,서울 중랑구 면목동 92-15
1714,1715,110082506,603,207517.49504225,553144.74538989,2-10,52201,N,20230926120001,37.57782134182576,127.08510345874528,서울 중랑구 면목동 353-8
1715,1716,110082507,604,209133.37344583,555272.10943235,3-18,52201,N,20231019120009,37.59697410141404,127.10342285795575,서울 중랑구 망우동 126-82
1716,1717,110082508,605,207766.03381429,554442.5753227,3-14,52201,N,20231014120003,37.58951262718173,127.08793084621351,서울 중랑구 면목동 121-32
1717,1718,110082510,607,207242.68049966,553996.6729404,2-7,52203,N,20230305120010,37.585499348803076,127.08200078145218,서울 중랑구 면목동 153-6
1718,1719,110082511,608,207981.54160307,553326.57185905,2-11,52201,N,20230926120001,37.57945568140754,127.09035877396495,서울 중랑구 면목동 532-25
1719,1720,110082469,609,187077.62693102,546796.58989706,024,52201,N,20231012120004,37.520564767831,126.85382131491292,서울 양천구 신정동 1144
1720,1721,110082465,610,186113.14550239,547265.20319837,018,52201,N,20231012120004,37.52477296329471,126.84290222479234,서울 양천구 신월동 484-3
1721,1722,110082466,611,187067.61975645,546845.38724529,020,52201,N,20231012120004,37.521004291782155,126.85370725507079,서울 양천구 신정동 1030-3
1722,1723,110082467,612,189041.15404371,546793.71868602,021,52201,N,20231106120008,37.520564299660606,126.87603284623724,서울 양천구 신정동 120-7
1723,1724,110082064,1207,204935.40293735,558388.9977987,4-9,52201,N,20231109120021,37.62508899494978,127.05590767942671,서울 노원구 월계동 534-223
1724,1725,110082065,1208,207673.60876004,555435.87065695,4-9,52201,N,20231118120007,37.598462900797614,127.0868947710541,서울 중랑구 상봉동 190-95
