"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"2105","110080854","1829","201566.04149240","551457.73296908","000101","52201","N","20231025120007"
"2106","110080856","1831","201759.19672986","552026.14953566","000105","52201","N","20231119120004"
"2107","110080857","1832","202037.40458750","551901.90553797","000104","52201","N","20231119120004"
"2108","110080858","1833","201145.19810871","552183.95450209","000097","52201","N","20231027120009"
"2109","110080859","1834","201753.06512362","552961.79025757","6-02","52201","N","20231115120002"
"2110","110081588","1835","201387.51240173","555484.35322725","126","52201","N","20231119120004"
"2111","110081589","1836","199660.04930767","555149.11831721","127","52201","N","20231113120034"
"2112","110081592","1839","201675.73082194","555937.10490166","130","52201","N","20231118120007"
"2113","110081593","1840","204426.90903752","556078.86736413","131","52201","N","20231119120004"
"2114","110081594","1841","202781.93008193","555870.84418456","132","52201","N","20231119120004"
"2115","110081595","1842","203475.13908576","556915.51102966","133","52201","N","20231017120007"
"2116","110081596","1843","204405.64850013","557288.90201163","134","52201","N","20231017120007"
"2117","110081597","1844","204571.73137062","556181.08321767","135","52201","N","20231119120004"
"2118","110081599","1846","205108.08165224","556583.56197428","137","52201","N","20231104120010"
"2119","110081600","1847","203588.22862097","555960.78981784","138","52201","N","20231113120034"
"2120","110082787","1848","192464.62455901","540051.39136620","000070","52201","N","20231016120009"
"2121","110082815","1851","196760.33663758","550991.20533994","000257","52201","N","20230620120008"
"2122","110082914","1852","191603.83684693","546213.35154048","000076","52201","N","20231113120034"
"2123","110080219","1856","203868.28008847","545258.95636738","000024","52201","N","20231111120009"
"2124","110080220","1857","203193.27427568","544246.10098171","000025","52201","N","20231105120007"
"2125","110081322","1683","204454.80136951","554964.76019272","046","52201","N","20231114120009"
"2126","110081754","1684","196083.32108542","550621.83530844","000055","52201","N","20231109120021"
"2127","110081755","1685","196095.84558359","550837.44438582","000053","52201","N","20231109120021"
"2128","110081323","1687","204354.33624451","554189.11628843","027","52201","N","20231114120009"
"2129","110081757","1688","196767.68102175","550003.86116176","000056","52205","N","20231115120002"
"2130","110081324","1690","205193.52980442","553401.97390247","047(1242)","52201","N","20231019120009"
"2131","110080877","1691","199637.15003514","551816.19545074","000099","52203","N","20231111120009"
"2132","110080878","1692","199305.58886234","551587.46165340","000100","52201","N","20231115120002"
"2133","110080879","1693","200550.39389446","550532.13769634","000106","52201","N","20231031120006"
"2134","110080880","1694","200482.90181399","550320.05499656","000108","52201","N","20231031120006"
"2135","110080881","1695","203335.85439402","553995.39541460","053","52201","N","20231102120007"
"2136","110080882","1696","203126.68464045","554168.61806026","054","52201","N","20231102120007"
"2137","110080884","1698","202682.16372683","553515.13315469","056","52205","N","20231019120009"
"2138","110080885","1699","200841.30972465","551355.76285318","000128","52201","N","20231031120006"
"2139","110080886","1700","201900.03848122","551953.17980174","000135","52201","N","20231119120004"
"2140","110080887","1701","201326.62915567","550706.85436097","000130","52201","N","20231025120007"
"2141","110080888","1702","201280.73333239","550515.49391593","137","52201","N","20231024120006"
"2142","110080890","1704","201361.78259526","550928.39149799","000127","52201","N","20231025120007"
"2143","110080892","1706","201440.78349473","550861.30592977","000146","52201","N","20231025120007"
"2144","110080893","1707","201235.04686252","550421.81188881","132","52201","N","20231024120006"
"2145","110080894","1708","201810.36474496","551913.33053605","000133","52201","N","20231119120004"
"2146","110080895","1709","200921.72590116","553249.82576247","6-46","52201","N","20231116120041"
"2147","110080896","1710","200952.30361952","553210.70680271","6-48","52201","N","20231116120041"
"2148","110080897","1711","201018.82716747","553126.94155416","6-50","52201","N","20231116120041"
"2149","110080898","1713","201701.18965336","552882.45202528","6-05","52201","N","20231115120002"
"2150","110080900","1715","201164.38952056","553144.23442039","6-53","52201","N","20231031120006"
"2151","110080901","1716","199357.84909763","551121.13671354","000144","52201","N","20231101120003"
"2152","110080902","1717","201454.87075680","552866.67665405","6-09","52201","N","20230922120021"
"2153","110080903","1718","201866.70759572","552610.88244492","6-33","52201","N","20231108120004"
"2154","110080388","1344","186990.07944053","549583.44028561","04","52201","N","20230608120006"
"2155","110080389","1345","186344.04111642","548616.44380467","09","52201","N","20231103120009"
"2156","110080393","1347","183476.65076021","551545.42536214","14","52201","N","20231103120009"
"2157","110080395","1349","182528.00113777","553284.47653750","17","52201","N","20231103120009"
"2158","110080396","1350","182356.07553779","553875.29078694","18","52201","N","20231103120009"
"2159","110080399","1353","187009.84884327","547772.50847131","38","52201","N","20231118120007"
"2160","110080400","1354","185848.22667127","552618.77819826","39","52201","N","20231106120008"
"2161","110080402","1356","196946.80927644","552563.80006234","1-25","52201","N","20231111120009"
"2162","110080403","1357","196611.16040577","554899.12723898","5-19","52201","N","20231103120009"
"2163","110082326","1402","194338.40419411","543191.74157786","000049","52201","N","20231102120007"
"2164","110082327","1403","193227.36208919","542277.03235883","000050","52201","N","20231030120051"
"2165","110081838","1404","201799.11841724","558729.03018972","409","52201","N","20231111120009"
"2166","110081839","1405","202129.48596819","557017.09990024","311","52201","N","20231015120025"
"2167","110081849","1410","203589.15478547","565729.71987669","25","52201","N","20231015120025"
"2168","110081815","1411","202051.68106540","561512.35141373","118","52201","N","20231117120006"
"2169","110081850","1412","203670.76655429","565048.66093503","19","52201","N","20231108120004"
"2170","110081851","1413","201614.47406189","561801.87704829","20","52201","N","20231117120006"
"2171","110081852","1414","203017.85596363","558604.27505393","111","52201","N","20231119120004"
"2172","110082089","1460","206911.23684179","563588.62393866","2-8","52201","N","20231026120008"
"2173","110082091","1462","206828.70112515","563389.17453805","2-10","52201","N","20231026120008"
"2174","110082092","1463","206905.24038691","563798.40876850","2-11","52201","N","20231026120008"
"2175","110081820","1464","203997.98172776","563615.30743026","125","52201","N","20231109120021"
"2176","110082094","1466","207572.87133647","563502.48810895","2-13","52201","N","20231011120006"
"2177","110082095","1467","207498.44846631","563502.68767678","2-14","52201","N","20231027120009"
"2178","110082096","1468","207328.77984218","563866.86754960","2-15","52201","N","20231027120009"
"2179","110082097","1469","207579.75868585","563598.62162479","2-16","52201","N","20231027120009"
"2180","110082098","1470","206965.80350211","563798.33301626","2-17","52201","N","20231027120009"
"2181","110082099","1471","197365.39761480","541679.06931142","000145","52201","N","20231112120003"
"2182","110082101","1473","197723.55049002","541345.98967337","000147","52201","N","20231019120009"
"2183","110082102","1474","194417.78678889","541576.84206362","000148","52201","N","20231114120009"
"2184","110082103","1475","194754.16323805","542240.83015875","000149","52201","N","20230927120030"
"2185","110082104","1476","194883.68553397","541417.72436436","000150","52201","N","20231114120009"
"2186","110082106","1478","194448.47380809","543172.19946166","000152","52201","N","20231102120007"
"2187","110082107","1479","196328.55048707","543100.19437053","000153","52201","N","20231118120007"
"2188","110081821","1481","200695.67429757","559747.79927009","215","52201","N","20231105120007"
"2189","110082109","1482","194296.86783839","543201.69525519","000155","52201","N","20231102120007"
"2190","110082110","1483","194492.67697200","543189.64607556","000156","52201","N","20231102120007"
"2191","110082111","1484","194080.26236576","542562.02957155","000157","52201","N","20231029120041"
"2192","110081822","1486","201763.96021291","560703.77163507","206","52201","N","20231116120041"
"2193","110082113","1487","192425.20209491","540400.22297844","000159","52201","N","20231016120009"
"2194","110082115","1489","194651.78277671","540994.18105124","000161","52201","N","20231029120041"
"2195","110082117","1491","194636.04289476","540720.30314956","000163","52201","N","20231020120003"
"2196","110082118","1492","194676.18916059","543384.80843711","000164","52201","N","20231106120008"
"2197","110082119","1493","195625.17928762","542826.07204425","000165","52201","N","20231119120004"
"2198","110082121","1495","197054.54848605","542011.98809958","000167","52201","N","20230920120033"
"2199","110082122","1496","193741.87984485","541976.75418622","000168","52201","N","20231118120007"
"2200","110082124","1498","194091.22368094","540159.78778658","000170","52205","N","20231020120003"
"2201","110082125","1499","194067.92789389","539982.74284564","000171","52205","N","20231020120003"
"2202","110082126","1500","192851.75930123","540869.93477543","000172","52201","N","20231107120010"
"2203","110082127","1501","193808.93887972","541206.78580518","000173","52201","N","20231113120034"
"2204","110082128","1502","194266.98671647","540668.89625277","000174","52201","N","20231119120004"
"2205","110082393","1505","193305.82364550","541914.91757441","000117","52201","N","20231023120005"
"2206","110081823","1506","203300.10314179","559582.50457915","106","52201","N","20231118120007"
"2207","110081824","1507","203167.65078044","558586.88240521","109","52201","N","20231119120004"
"2208","110081826","1509","203025.08222660","562775.97954060","131","52201","N","20231029120041"
"2209","110081827","1510","200588.31844363","560271.40533581","216","52201","N","20231018120001"
"2210","110081830","1512","202768.21745073","558381.07893807","322","52201","N","20231119120004"
"2211","110081832","1513","202807.43716816","563383.73462439","1","52201","N","20231014120003"
"2212","110081835","1514","201185.00288496","558051.96669586","407","52205","N","20231112120003"
"2213","110081836","1515","202315.06518969","557490.76861360","307","52201","N","20231113120034"
"2214","110082411","1516","207605.25546112","545538.69333459","000008","52201","N","20231029120041"
"2215","110082412","1517","213349.97876719","544369.08436976","000009","52201","N","20231029120041"
"2216","110082414","1519","213389.25071657","544243.25254145","000011","52203","N","20231029120041"
"2217","110082394","1520","192805.73977465","542480.62110700","000118","52201","N","20231109120021"
"2218","110082415","1521","210472.82530645","548633.31256786","000012","52201","N","20231025120007"
"2219","110082416","1522","213617.17015561","544566.95144805","000013","52201","N","20231027120009"
"2220","110082417","1523","213252.93968575","544144.87281986","000014","52201","N","20231029120041"
"2221","110082418","1524","209928.95162926","544713.39405197","000024","52201","N","20231026120008"
"2222","110082395","1526","193199.73895455","541109.14936510","000119","52201","N","20231013120007"
"2223","110082421","1528","210234.19312960","548477.11353059","000021","52201","N","20231027120009"
"2224","110082422","1529","210400.88020363","548530.85563937","000020","52201","N","20231025120007"
"2225","110082425","1530","213902.65231239","543662.08963066","000017","52201","N","20231025120007"
"2226","110081431","1531","200637.41631880","556499.36346748","4","52201","N","20231118120007"
"2227","110080404","1358","199204.90511145","552469.91987946","3-11","52202","N","20231027120009"
"2228","110080405","1359","197954.33581771","550963.30339064","000390","52201","N","20231031120006"
"2229","110080412","1361","198348.94133102","550664.98591736","000364","52201","N","20231101120003"
"2230","110080413","1362","199933.76700363","552339.67879095","3-24","52201","N","20231029120041"
"2231","110080414","1363","197408.85857138","552997.84576347","2-25","52202","N","20231112120003"
"2232","110080415","1364","196219.20734950","551411.94887754","108","52201","N","20231017120007"
"2233","110080416","1365","196390.28983155","551516.05301958","129","52201","N","20231021120008"
"2234","110080417","1366","196854.95483554","551246.98337701","131","52201","N","20231115120002"
"2235","110080418","1367","199091.67085060","552039.89648173","000009","52201","N","20231031120006"
"2236","110080423","1371","196356.11216323","551109.85134538","92","52201","N","20231116120041"
"2237","110081029","1768","207499.90641149","550967.95738655","000030","52201","N","20231102120007"
"2238","110081853","1415","201447.97308952","558679.78146875","416","52201","N","20231026120008"
"2239","110081854","1416","201320.03923106","558642.69190579","417","52201","N","20231026120008"
"2240","110081855","1417","201815.18634093","558655.40630683","418","52201","N","20231111120009"
"2241","110082610","1891","196169.85877397","545827.12656706","000229","52201","N","20231026120008"
"2242","110080326","1899","198726.57455878","542158.60761481","000035","52201","N","20231114120009"
"2243","110080347","1918","199403.95597765","541779.72350137","000058","52201","N","20231106120008"
"2244","110080356","1926","201683.88058489","545372.30148706","000067","52201","N","20231102120007"
"2245","110082615","1935","197361.75965177","542566.81987351","000282","52201","N","20231023120005"
"2246","110081785","1949","191337.98496545","550356.55896079","000087","52201","N","20231116120041"
"2247","110081789","1957","195100.25439477","550014.21328011","000092","52201","N","20231024120006"
"2248","110081797","1965","193418.09398953","551441.53506653","000100","52201","N","20231117120006"
"2249","110081166","2331","198114.36474859","550080.60086999","000003","52201","N","20231025120007"
"2250","110080939","1986","200470.06236337","553151.06399360","4-31","52201","N","20231002120010"
"2251","110081196","2435","199396.74977884","549035.68753212","000046","52201","N","20231022120010"
"2252","110081205","2443","199685.24731875","547027.00856021","000025","52201","N","20231108120004"
"2253","110081215","2452","196155.86678849","548356.74429782","000052","52201","N","20231027120009"
"2254","110081223","2459","197785.13083164","550234.98089450","000071","52201","N","20231009120013"
"2255","110081338","2469","191563.14398349","546166.78209952","000068","52201","N","20231113120034"
"2256","110081646","2355","212032.64407368","550379.06242266","000032","52201","N","20231111120009"
"2257","110081678","2362","212092.71810576","549223.35146308","000070","52201","N","20231015120025"
"2258","110082302","2371","194180.45631791","545197.43179815","000265","52201","N","20231119120004"
"2259","110082505","2381","207827.19540777","557152.30469868","1-15","52201","N","20231027120009"
"2260","110084552","0","203754.93670147","554259.16296304","073","52201","N","20231012120004"
"2261","110084596","0","200912.72505414","558461.37047932","436","52201","N","20231029120041"
"2262","110084610","0","207405.73651696","540337.60882611","000092","52201","N","20231016120009"
"2263","110084450","0","192534.75435127","552269.68836199","146","52201","N","20231116120041"
"2264","110084628","0","199871.48461243","557706.18767342","216","52201","N","20231021120008"
"2265","110083942","0","193687.95423839","557642.89092696","86","52201","N","20231011120006"
"2266","110084665","0","210554.68359980","548560.12872027","000034","52201","N","20231026120008"
"2267","110082948","0","207068.84203730","557308.40975508","1-16","52201","N","20231028120004"
"2268","110084105","0","192087.33668979","557759.17016337","69","52201","N","20231031120006"
"2269","110081693","2393","211386.10066236","550047.01637173","000002","52201","N","20231023120005"
"2270","110081698","2400","211445.37826314","550274.07167476","000104","52201","N","20231011120006"
"2271","110080387","2409","186237.66135407","549882.99436205","16","52201","N","20231106120008"
"2272","110080964","2416","199904.11352006","551825.78706298","000198","52201","N","20231114120009"
"2273","110081814","2425","201491.91113393","558781.89434914","401","52201","N","20231026120008"
"2274","110082859","2285","194279.98085022","543705.40287499","000337","52201","N","20231023120005"
"2275","110081867","2292","201265.97879237","558463.05885570","422","52201","N","20231029120041"
"2276","110081977","2299","186241.73596070","544228.37922214","000028","52201","N","20231114120009"
"2277","110080092","2315","193193.17455235","552305.29852524","3","52205","N","20231026120008"
"2278","110081340","2472","191494.95032213","546299.47201535","000071","52201","N","20231113120034"
"2279","110082200","2188","197301.05690464","543621.61915827","000139","52201","N","20231024120006"
"2280","110082210","2197","196830.19154674","541505.99779654","000089","52201","N","20231112120003"
"2281","110080481","2205","200510.54637357","553824.04007153","4-24","52201","N","20231002120010"
"2282","110080489","2212","196007.96566356","557087.10176290","5-03","52201","N","20231102120007"
"2283","110080499","2222","199862.21030329","554143.16613926","4-18","52201","N","20231106120008"
"2284","110080515","2233","200109.68849875","552237.80625556","4-27","52201","N","20231027120009"
"2285","110080523","2240","198768.01350263","551083.73163666","000064","52201","N","20231026120008"
"2286","110081805","2248","190892.67161504","552984.73628199","000046","52201","N","20231113120034"
"2287","110082697","2263","198517.58381918","553823.04762336","1-05","52201","N","20231111120009"
"2288","110082587","323","195893.78558415","544880.18396978","000328","52201","N","20231109120021"
"2289","110081981","41","186647.75754413","545332.81039511","000040","52201","N","20231110120028"
"2290","110082373","123","196478.94750093","541298.46959467","000025","52202","N","20231028120004"
"2291","110081385","387","191726.40051107","544386.35251297","000045","52201","N","20231116120041"
"2292","110080641","928","196334.44214829","550973.17991284","87","52201","N","20231110120028"
"2293","110080394","1348","183524.70351742","551380.64872370","15","52201","N","20231103120009"
"2294","110080419","1368","197004.09332159","550835.55217850","000362","52201","N","20231103120009"
"2295","110080185","1275","195380.78594989","554343.08364227","84","52201","N","20231020120003"
"2296","110081752","1681","195917.38421799","550789.59626552","000029","52201","N","20231116120041"
"2297","110081739","1662","191831.79408105","550697.59545655","000041","52201","N","20231110120028"
"2298","110081518","2154","203891.26490543","556251.57095015","150","52201","N","20231116120041"
"2299","110081774","2045","191357.98735674","550617.58689905","000074","52201","N","20231110120028"
"2300","110084973","0","202435.58314174","540771.20874417","000094","52201","N","20231114120009"
"2301","110080485","0","196737.12073569","555950.56403288","5-20","52201","N","20231115120002"
"2302","110085114","0","200797.56687936","551606.04634859","409","52201","N","20231027120009"
"2303","110085148","0","189983.71707298","547526.47148826","000082","52201","N","20231110120028"
"2304","110085221","0","203988.13477501","551532.29826063","000003","52201","N","20231026120008"
"2305","110085222","0","201447.86583746","549342.05482843","000012","52201","N","20231112120003"
"2306","110085232","0","202913.05105472","549940.03382880","000006","52201","N","20231025120007"
"2307","110085233","0","202660.76115158","550279.62587459","000020","52201","N","20231025120007"
"2308","110083250","0","193987.93451954","542340.22081317","000183","52201","N","20231116120041"
"2309","110085255","0","207113.34650753","548269.82269711","000138","52201","N","20231010120012"
"2310","110085256","0","207039.38516946","548328.98403433","000139","52201","N","20231109120021"
"2311","110085257","0","206989.67421666","548364.12029388","000140","52201","N","20231010120012"
"2312","110083274","0","200483.10408986","553894.67942703","4-23","52201","N","20231006120001"
"2313","110083248","0","193187.60690389","540951.42669058","000184","52201","N","20231013120007"
"2314","110085313","0","191552.91526558","546173.03276855","000083","52201","N","20231113120034"
"2315","110085269","0","202658.12832086","564416.44523321","139","52201","N","20231105120007"
"2316","110085271","0","203556.87165221","553317.96579880","084","52201","N","20231019120009"
"2317","110085272","0","203534.11297157","553310.19117259","085","52201","N","20231019120009"
"2318","110085273","0","203532.86847916","553460.17942207","086","52201","N","20231014120003"
"2319","110085274","0","199934.31183779","552308.80929130","4-55","52201","N","20231027120009"
"2320","110085275","0","200966.09642149","552378.66568886","6-67","52201","N","20231108120004"
"2321","110085276","0","206866.41008067","542698.30349474","000085","52201","N","20231112120003"
"2322","110083320","0","192534.41057465","553374.26927155","49","52201","N","20231115120002"
"2323","110085314","0","191617.40091758","546219.40399197","000084","52201","N","20231113120034"
"2324","110085350","0","190407.35525280","542462.95142329","000105","52201","N","20231116120041"
"2325","110085367","0","190372.15856784","546177.29867086","000085","52201","N","20231113120034"
"2326","110081327","1722","203902.68725321","552926.47099330","049","52201","N","20231019120009"
"2327","110080907","1723","200589.02925277","553006.69318996","4-17","52201","N","20231002120010"
"2328","110080908","1724","200688.93823155","551485.20053163","000131","52201","N","20231027120009"
"2329","110081328","1725","204799.82266749","553448.28485687","050(2407)","52201","N","20231028120004"
"2330","110080909","1726","199652.72709057","551515.15542763","000143","52201","N","20231119120004"
"2331","110080910","1727","199600.33415074","551050.11913789","000140","52201","N","20231101120003"
"2332","110080911","1728","199815.25088126","551017.50964744","000141","52201","N","20231101120003"
"2333","110080912","1729","199707.42097183","550352.13442997","000142","52201","N","20231101120003"
"2334","110080913","1730","200667.00847355","550486.87141076","000129","52201","N","20231031120006"
"2335","110081330","1732","205884.46653231","553878.27889540","004","52201","N","20231110120028"
"2336","110081332","1734","205380.43718778","554076.12106981","003","52201","N","20231116120041"
"2337","110081333","1735","204784.66925645","554908.84392626","029","52201","N","20231114120009"
"2338","110081334","1736","203666.21012073","554424.28165456","030","52201","N","20231119120004"
"2339","110081335","1737","205863.31831737","555784.72158487","011","52201","N","20231111120009"
"2340","110081709","1739","195814.20186490","550760.74917856","000004","52201","N","20231116120041"
"2341","110081710","1740","196677.89527248","550000.54280704","000005","52201","N","20231102120007"
"2342","110081711","1741","194862.98499422","549285.00223530","000007","52201","N","20231115120002"
"2343","110081601","1744","202376.62051148","556125.71551981","139","52201","N","20231114120009"
"2344","110081602","1745","186886.37303856","548891.62224449","12","52201","N","20231108120004"
"2345","110081609","1746","211251.32400149","548580.95096035","000082","52201","N","20231031120006"
"2346","110081613","1750","211736.08073315","549096.62622777","000087","52201","N","20231112120003"
"2347","110081614","1751","211632.20261472","549407.17939481","000089","52201","N","20231119120004"
"2348","110081619","1754","211061.94543014","548636.38609001","000094","52201","N","20231031120006"
"2349","110081622","1756","211955.02271946","547569.41489337","000007","52201","N","20231104120010"
"2350","110081623","1757","212700.70078028","548720.14621853","000010","52201","N","20231021120008"
"2351","110081624","1758","211681.49131438","549074.98631632","000016","52201","N","20231112120003"
"2352","110081632","1760","211219.19312506","549017.74020807","000006","52201","N","20231119120004"
"2353","110081021","1761","204245.79566810","551337.89438761","000125","52201","N","20231116120041"
"2354","110081022","1762","201814.20613245","550887.06217636","000126","52201","N","20231115120002"
"2355","110081023","1763","207782.19022122","552134.08220901","000127","52201","N","20231109120021"
"2356","110081025","1765","207112.78454031","548779.51905394","000128","52201","N","20231111120009"
"2357","110081026","1766","203654.18961831","552221.87259724","000130","52201","N","20231029120041"
"2358","110081027","1767","207189.97383098","552183.42949049","000027","52201","N","20231030120051"
"2359","110082603","2031","196000.73424045","543657.22897522","000314","52201","N","20231110120028"
"2360","110081767","2032","195412.32175149","550651.61950070","000067","52201","N","20230119120008"
"2361","110080221","1858","203369.04831493","543634.11449839","000026","52201","N","20231026120008"
"2362","110080224","1860","202801.79641431","545071.03225250","000029","52201","N","20231013120007"
"2363","110080225","1861","203953.92934178","545238.04713042","000030","52201","N","20231024120006"
"2364","110080226","1862","202586.08558946","544755.51448896","000031","52201","N","20231109120021"
"2365","110080227","1863","202900.81726779","544910.79510636","000032","52201","N","20231013120007"
"2366","110080229","1865","203150.25912546","544088.84515454","000034","52201","N","20231105120007"
"2367","110080233","1869","204088.43845533","546980.93464222","000038","52201","N","20231101120003"
"2368","110080234","1870","204745.26809029","547164.82632619","000039","52203","N","20231101120003"
"2369","110080235","1871","205788.27594888","546326.86765998","000040","52201","N","20231103120009"
"2370","110080237","1872","204112.00427031","545986.18819023","000042","52201","N","20231101120003"
"2371","110080238","1873","205566.92045040","546479.63400620","000043","52201","N","20231103120009"
"2372","110080239","1874","203073.69767572","547417.42374870","000010","52201","N","20231102120007"
"2373","110080241","1876","202778.59474304","546554.10235762","000014","52201","N","20231107120010"
"2374","110080243","1877","204859.62775953","544257.14517373","000058","52201","N","20231030120051"
"2375","110080244","1878","205037.83609452","544408.87641100","000059","52201","N","20231102120007"
"2376","110080245","1879","205461.57783915","546475.84559989","000079","52201","N","20231103120009"
"2377","110081433","1533","200673.25922513","553619.95677581","5","52201","N","20231021120008"
"2378","110081435","1535","203211.82662884","555412.22329284","7","52201","N","20231119120004"
"2379","110081436","1537","201823.68034921","555515.94718713","8","52201","N","20231117120006"
"2380","110081438","1538","201355.01423768","556411.60307294","10","52201","N","20231118120007"
"2381","110081439","1539","200278.10629837","557179.62029676","11","52201","N","20231024120006"
"2382","110081440","1540","200854.55548941","557002.50174695","12","52201","N","20231025120007"
"2383","110081441","1541","199585.11032739","555061.36141735","21","52201","N","20231005120006"
"2384","110081443","1543","200369.60148551","555576.11062807","14","52201","N","20231029120041"
"2385","110081444","1544","200761.94352742","553875.11953513","15","52201","N","20231021120008"
"2386","110081445","1545","201441.98643810","555553.61064177","16","52201","N","20231119120004"
"2387","110081446","1546","203003.01365397","556215.60519501","18","52201","N","20231119120004"
"2388","110081447","1547","200610.37136323","556413.79636381","19","52201","N","20231118120007"
"2389","110081448","1548","199582.63902885","556351.23960917","20","52201","N","20231116120041"
"2390","110081450","1550","201619.86594079","553205.97690325","23","52201","N","20231109120021"
"2391","110081751","1680","191710.77959285","550700.59577921","000050","52201","N","20231110120028"
"2392","110081753","1682","195742.60104229","548997.20016663","000038","52201","N","20231113120034"
"2393","110082397","1552","192762.60962663","541114.72396621","000124","52201","N","20231013120007"
"2394","110081452","1553","200459.13297306","557054.29387903","25","52201","N","20230930120003"
"2395","110082398","1554","196605.60196880","542427.47495087","000027","52201","N","20231119120004"
"2396","110081454","1556","204445.42726554","557669.79179176","27","52201","N","20231112120003"
"2397","110081456","1558","204129.10138676","557029.40822757","29","52201","N","20231017120007"
"2398","110081457","1559","203676.89124207","556933.81399032","30","52201","N","20231017120007"
"2399","110085198","0","205886.07653606","555100.05628795","83호","52201","N","20231022120010"
"2400","110080369","1329","187711.31218595","549879.06188722","27","52205","N","20231117120006"
"2401","110080370","1330","187012.21810209","549023.74538255","28","52201","N","20231108120004"
"2402","110080375","1333","183433.95676128","551691.17148618","33","52201","N","20231110120028"
"2403","110080376","1334","182605.38137849","554178.02018712","34","52201","N","20231103120009"
"2404","110080377","1335","182576.78495191","554282.67639131","35","52201","N","20231103120009"
"2405","110080379","1336","183168.89555339","551902.29194361","37","52201","N","20231105120007"
"2406","110080380","1337","187814.59016996","548601.91422064","01","52205","N","20230512120031"
"2407","110080381","1338","188795.68959433","550486.91995221","02","52205","N","20231020120003"
"2408","110080383","1340","186773.43652185","548692.21490521","05","52201","N","20231103120009"
"2409","110080384","1341","186327.43612526","548770.20326105","06","52201","N","20231108120004"
"2410","110080385","1342","186666.47770396","549322.12632423","07","52201","N","20231014120003"
"2411","110080386","1343","187819.61583593","548189.72303200","08","52201","N","20231117120006"
"2412","110085326","0","197193.28907192","551004.18032672","000408","52201","N","20230620120008"
"2413","110081225","0","197340.48010269","548884.64537185","000053","52201","N","20231117120006"
"2414","110085383","0","191680.54422291","546771.77599896","000086","52201","N","20231016120009"
"2415","110085403","0","207876.02950730","550918.50284303","000141","52201","N","20231024120006"
"2416","110085532","0","193599.55290181","542506.63198183","000187","52201","N","20231118120007"
"2417","110085533","0","193550.65674801","542551.88572429","000188","52201","N","20231118120007"
"2418","110085534","0","192128.49219987","542600.46763793","000189","52201","N","20231025120007"
"2419","110084970","0","193611.00345022","544797.14346959","000400","52201","N","20231119120004"
"2420","110085065","0","194301.52455159","540589.31063780","000186","52201","N","20231113120034"
"2421","110081432","1532","203050.76937411","556710.15814212","1","52201","N","20231029120041"
"2422","110085249","0","183422.09559453","552458.45219267","49","52201","N","20231104120010"
"2423","110083261","0","193186.59056610","553049.47935433","144","52201","N","20231107120010"
"2424","110085535","0","207446.42223239","553094.07176473","2-23","52201","N","20230926120001"
"2425","110084724","0","202940.91050825","553980.52632099","078","52201","N","20231102120007"
"2426","110085596","0","194244.31704952","558095.70340289","91","52201","N","20231011120006"
"2427","110085597","0","194184.05873550","557989.74575882","92","52201","N","20231011120006"
"2428","110085601","0","191999.50467421","541333.67850108","사설-1","52201","N","20231020120003"
"2429","110081118","0","205978.49955865","550375.99901149","000104","52201","N","20231116120041"
"2430","110081670","2423","211688.24373249","549267.79341186","000061","52201","N","20231112120003"
"2431","110085673","0","185694.99716125","548718.78586546","20","52201","N","20231113120034"
"2432","110085674","0","183627.22093026","551798.76915637","50","52201","N","20231104120010"
"2433","110085675","0","185792.28006804","548241.61830136","51","52201","N","20231113120034"
"2434","110085685","0","187077.92994954","550015.42901943","13","52201","N","20230608120006"
"2435","110085694","0","207010.65930259","557057.89640212","1-18","52201","N","20231027120009"
"2436","110085695","0","207161.50345890","556636.92023327","1-19","52201","N","20231119120004"
"2437","110085713","0","199997.40658951","551888.68749577","410","52203","N","20231114120009"
"2438","110085714","0","199975.12741116","551796.68334531","411","52201","N","20231114120009"
"2439","110085737","0","202002.23132194","558973.37107659","442","52201","N","20231111120009"
"2440","110085738","0","201991.61586712","559129.99462210","443","52201","N","20231111120009"
"2441","110085739","0","201260.60563729","558114.88743277","445","52201","N","20231112120003"
"2442","110085740","0","201452.16537323","557996.79898974","444","52201","N","20231112120003"
"2443","110085744","0","201157.19095932","560533.32468241","222","52201","N","20231116120041"
"2444","110085780","0","204101.52496732","551370.90229478","000030","52201","N","20231116120041"
"2445","110085885","0","191110.00906475","543503.15053679","000090","52201","N","20231026120008"
"2446","110085818","0","203592.13512677","552133.73111045","000041","52201","N","20231029120041"
"2447","110085827","0","201923.02236370","562412.69283271","51","52201","N","20231113120034"
"2448","110086310","0","186765.54179768","542807.74239444","000048","52201","N","20231022120010"
"2449","110086439","0","203465.64045902","553355.28671252","091","52201","N","20231102120007"
"2450","110086443","0","203554.44110217","553404.50487368","092","52201","N","20231014120003"
"2451","110086444","0","203643.58926503","553378.19242556","093","52201","N","20231102120007"
"2452","110086445","0","203694.80766997","553403.34506088","094(매)","52201","N","20231102120007"
"2453","110086734","0","198686.09639169","549526.92194366","000147(매설식)","52201","N","20231027120009"
"2454","110086735","0","198672.13351776","549492.91911622","000149(매설식)","52201","N","20231027120009"
"2455","110086736","0","198652.77367468","549464.91540894","000148(매설식)","52201","N","20231027120009"
"2456","110086473","0","203676.62343972","553084.22967756","095","52201","N","20231019120009"
